SchoolId	ProvinceId	MajorId	FacultyId	GroupId	Year	Cost	CountStudent	AvgEMark	AvgAMark
5	1	7480108C	11		2020		1	29.75	9.3199996949999999
5	1	7510302A	11		2014		1	16.25	0.77999997099999996
5	1	7480201A	11	6	2019	1800000	1	20.25	8.8699998860000004
5	1	7510601A	11	5	2017	2000000	1	20.25	3.5199999809999998
5	1	7480108C	11	6	2019	1800000	1	24.25	5.4800000190000002
5	1	7520212	1		2018		1	20.75	1.1799999480000001
5	1	7510106	6		2012		1	18.75	3.6900000569999998
5	1	7520212	1		2018		1	24.25	1.2599999900000001
5	1	7510206A	11	5	2017	2000000	1	15.25	8.4899997710000008
5	1	7540209	7	28	2016	1800000	1	21.75	6.0100002290000001
5	1	7510601	8		2013		1	29.5	8.6599998469999999
5	1	7549002	5		2014		1	21.75	5.2100000380000004
5	1	7810202	7		2014		1	17.5	1.3300000430000001
6	1	7480201A	11		2013		1	24.25	7.4499998090000004
6	1	7210404C	11		2019		1	24.25	4.6599998469999999
6	1	7510102A	11		2019		1	26.75	2.9900000100000002
6	1	7510401	9		2020		1	19.5	2.289999962
6	1	7510201A	11		2011		1	25.75	0.17000000200000001
6	1	7340120	8		2016		1	29.75	7.5
6	1	7510601A	11		2012		1	21.5	0.25999999000000001
6	1	7480108	1		2019		1	24.25	8.9899997710000008
6	1	7580103	6		2018		1	15.25	7.4699997900000001
6	1	7510203A	11	15	2017	1500000	1	28.5	6.4299998279999997
6	1	7480108A	11		2011		1	17.5	7.0999999049999998
6	1	7510302C	11		2019		1	15.5	5.2699999809999998
6	1	7510201	5		2016		1	25.25	5.0100002290000001
6	1	7510303C	11		2012		1	28.25	7.5100002290000001
6	1	7510206A	11		2014		1	29.5	0.959999979
6	1	7520212	1		2011		1	21.5	4.7100000380000004
7	1	7510203C	11		2020		1	17.5	4.5900001530000001
7	1	7510202C	11		2013		1	17.5	6.3099999430000002
7	1	7520212	1	23	2012	2000000	1	27.75	1.4700000289999999
7	1	7480118	1		2010		1	15.75	7.579999924
7	1	7510206	4		2013		1	29.5	5.5700001720000003
7	1	7510605	8		2019		1	19.75	1.9199999569999999
7	1	7480118	1		2020		1	24.75	4.6399998660000001
7	1	7510201	5		2013		1	21.25	0.34999999399999998
7	1	7510201	5		2018		1	21.5	6.3200001720000003
7	1	7510801C	11		2016		1	24.25	9.25
7	1	7580205	6		2010		1	24.25	0.62000000499999997
8	1	7340122	8		2016		1	17.25	6.3400001530000001
8	1	1510201C	11		2017		1	21.5	3.6400001049999999
8	1	7340301C	11	29	2020	2000000	1	21.5	4.5
8	1	7510202A	11	30	2013	1800000	1	16.25	8.4799995419999998
8	1	7510205A	11		2017		1	27.25	6.7399997709999999
8	1	7510301	1		2019		1	17.75	2.079999924
8	1	7540209C	11		2017		1	16.25	7.5300002099999999
8	1	7510303A	11	29	2020	2000000	1	22.25	1.710000038
8	1	7580205	6	29	2020	2000000	1	26.5	1.8500000240000001
8	1	7540101C	11		2017		1	20.25	4.920000076
8	1	7510205A	11		2016		1	28.5	7.079999924
8	1	7510301C	11		2014		1	28.75	6.9000000950000002
8	1	7540101	9	29	2020	2000000	1	22.75	0.980000019
9	1	7510601C	11		2015		1	18.25	3.7599999899999998
9	1	7480201A	11	20	2012	1500000	1	28.25	0.49000000999999999
9	1	7580205	6	20	2012	1500000	1	22.75	6.5500001909999996
9	1	1510201C	11	20	2012	1500000	1	18.75	3.289999962
9	1	7510301	1		2018		1	27.25	1.4199999569999999
9	1	7340122	8		2019		1	17.25	7.25
9	1	7510301C	11		2013		1	21.25	9.3900003430000005
9	1	7480118	1		2010		1	24.25	8.3900003430000005
9	1	7510302A	11		2018		1	20.5	8.9799995419999998
9	1	7510206	4	20	2012	1500000	1	29.75	7.9499998090000004
9	1	7510302C	11		2013		1	20.75	7.3099999430000002
9	1	7510303	1		2015		1	18.25	6.0500001909999996
9	1	7510406	9		2010		1	17.75	3.7000000480000002
9	1	7340301C	11		2014		1	23.75	4.5100002290000001
9	1	7520212	1		2016		1	24.75	5.9099998469999999
9	1	7510201A	11		2017		1	28.25	5.4899997709999999
9	1	7549002	5		2016		1	17.5	9.3000001910000005
9	1	7510202A	11		2019		1	20.5	5.6999998090000004
9	1	7580302	6		2019		1	15.25	8.7399997710000008
10	1	7520212	1		2015		1	25.25	3.1500000950000002
10	1	7210404C	11		2017		1	24.75	7.6999998090000004
10	1	1510201C	11		2012		1	29.75	3.2699999809999998
19	1	7340301	8		2020		1	27.75	3.789999962
19	1	7510302	1		2019		1	27.5	9.6899995800000003
19	1	7480108	1		2011		1	17.25	7.8899998660000001
19	1	7510203	1		2019		1	18.25	5.6199998860000004
19	1	7510209	1		2013		1	17.5	7.3600001339999999
19	1	7510801	3		2019		1	25.75	5.3699998860000004
19	1	7510303A	11		2019		1	26.25	4.3699998860000004
19	1	7510301	1		2019		1	22.75	8.6899995800000003
19	1	7580302	6		2020		1	17.75	4.3200001720000003
19	1	7510402	12	9	2018	1200000	1	16.75	8.7600002289999992
19	1	7510406	9		2010		1	24.5	7.6900000569999998
19	1	7510605	8		2020		1	15.5	2.2799999710000001
20	1	7480108	1		2019		1	24.25	2.4900000100000002
20	1	7140231	10		2016		1	27.75	2.0999999049999998
20	1	7510605	8		2016		1	29.5	3.6400001049999999
20	1	7520117	5		2018		1	22.75	6.6500000950000002
20	1	7340301C	11		2013		1	24.5	8.9300003050000001
20	1	7580103	6		2018		1	18.5	4.1999998090000004
20	1	7510201A	11		2010		1	17.75	8.5500001910000005
21	1	7510201A	11		2018		1	17.75	0.33000001299999998
21	1	7510102A	11		2019		1	22.75	2.5599999430000002
21	1	7510208	5		2020		1	15.75	2.2400000100000002
21	1	7480108C	11		2015		1	27.75	1.3300000430000001
21	1	7510605	8	12	2013	2000000	1	23.75	6.7699999809999998
21	1	7510801	3		2014		1	24.75	5.4699997900000001
21	1	7480201C	11		2020		1	22.5	7.1300001139999996
21	1	7540209	7	12	2013	2000000	1	26.25	7.0100002290000001
21	1	7510102A	11		2019		1	27.75	5.2199997900000001
21	1	7540209C	11		2010		1	17.5	1.7000000479999999
21	1	7510206A	11		2012		1	21.75	7.2399997709999999
21	1	7510209	1	12	2013	2000000	1	22.5	7.5900001530000001
21	1	7510303	1		2010		1	28.25	6.4000000950000002
21	1	7510303	1		2015		1	22.75	9
21	1	7340120	8		2019		1	27.25	8.7200002669999996
21	1	7480108A	11	6	2017	2000000	1	15.75	8.4600000380000004
21	1	7480201	2		2018		1	23.5	8.7600002289999992
21	1	7510201	5		2019		1	21.75	9.2700004580000002
21	1	7510202N	11	12	2013	2000000	1	26.5	6.0999999049999998
21	1	7510206	4		2018		1	29.25	5.4600000380000004
21	1	7510206C	11		2010		1	28.75	0.52999997099999996
21	1	7510601C	11		2019		1	26.75	0.52999997099999996
22	1	7510205	4		2010		1	27.5	3.7400000100000002
22	1	7480118	1		2011		1	19.75	9.6400003430000005
22	1	7510205C	11	3	2016	2000000	1	25.25	2.920000076
22	1	7510201A	11		2019		1	22.25	3.380000114
22	1	7510601A	11		2010		1	20.5	3.9800000190000002
22	1	7510205C	11	2	2012	2000000	1	18.75	5.8200001720000003
22	1	7510301A	11	6	2015	1800000	1	27.25	7.4800000190000002
22	1	7510303	1	25	2013	2000000	1	26.5	0.43000000700000002
22	1	7510205	4	3	2016	2000000	1	26.5	4.5900001530000001
22	1	7510209	1		2014		1	20.25	2.0899999139999998
22	1	7510303A	11		2019		1	25.25	2.0499999519999998
22	1	7510303A	11		2020		1	18.25	8.9499998089999995
22	1	7540209	7		2018		1	17.75	9.0500001910000005
23	1	7210404C	11	22	2018	1000000	1	20.75	6.6300001139999996
23	1	7510201	5	15	2014	1500000	1	19.5	7.9800000190000002
23	1	7510102A	11	15	2014	1500000	1	26.25	4.7100000380000004
23	1	7340122	8		2020		1	17.25	8.3400001530000001
23	1	7510301C	11		2016		1	16.25	5.75
23	1	7510205C	11		2015		1	23.75	4.2899999619999996
23	1	7340122	8	15	2014	1500000	1	16.25	2.6600000860000002
23	1	7510406C	11	15	2014	1500000	1	17.5	1.1100000139999999
23	1	7510302N	11		2011		1	20.5	3.369999886
23	1	7520117	5		2013		1	26.75	7.5300002099999999
23	1	7510303A	11		2011		1	29.5	6.3600001339999999
23	1	7510303C	11		2020		1	16.75	8.0699996949999999
23	1	7510302C	11		2017		1	23.5	3.1400001049999999
23	1	7510303	1		2010		1	16.75	2.2999999519999998
24	1	7510301A	11	10	2014	2000000	1	27.25	9.1899995800000003
24	1	1510201C	11		2013		1	28.75	6.9000000950000002
24	1	7510401	9		2010		1	29.5	9.8400001530000001
24	1	7510209	1		2017		1	24.75	5.8400001530000001
24	1	7520212	1		2013		1	25.5	1.3899999860000001
24	1	7340301C	11		2010		1	20.25	3.9100000860000002
24	1	7510801C	11	19	2018	1200000	1	21.75	9.7799997330000004
24	1	7340122	8		2019		1	22.75	2.710000038
24	1	7510202C	11		2010		1	16.75	4.1100001339999999
24	1	7510206A	11		2019		1	25.75	6.3000001909999996
25	1	7480201	2		2018		1	23.25	3.1400001049999999
25	1	7510203A	11		2018		1	21.5	0.47999998900000002
25	1	7480203	2	6	2015	1800000	1	28.75	1.6299999949999999
25	1	7480201	2		2014		1	23.75	2.7999999519999998
25	1	7510102A	11	6	2015	1800000	1	17.75	9.3299999239999991
25	1	7510202C	11	29	2011	2000000	1	21.75	8.1499996190000008
25	1	7510301	1		2020		1	25.5	3.8599998950000001
25	1	7510601	8	23	2016	1500000	1	17.75	5.3600001339999999
25	1	7510401	9	28	2017	1500000	1	25.75	7.6199998860000004
25	1	7480201A	11		2014		1	21.75	2.5199999809999998
25	1	7540101C	11	29	2011	2000000	1	29.75	9.8400001530000001
26	1	7510301C	11		2015		1	20.75	8.75
26	1	7510202	5		2018		1	24.75	3.4300000669999999
26	1	7510206	4		2018		1	15.5	7.7699999809999998
26	1	7510203	1		2015		1	27.25	4.3099999430000002
26	1	7510302A	11		2018		1	15.25	3.3099999430000002
26	1	7510301C	11		2018		1	19.25	3.039999962
26	1	7510302C	11		2010		1	16.25	6.3600001339999999
26	1	7510302	1		2015		1	17.75	6.0199999809999998
26	1	7510601C	11	10	2020	1800000	1	21.75	7.9899997709999999
26	1	7510202N	11		2010		1	16.75	6.7600002290000001
26	1	7540101C	11		2017		1	17.75	5.5999999049999998
27	1	7510203	1		2017		1	25.75	2.4000000950000002
27	1	7210403	3		2014		1	17.5	3.0199999809999998
27	1	7510303A	11		2018		1	25.5	6.3000001909999996
27	1	7140231	10		2020		1	29.25	2.2999999519999998
27	1	7540101	9		2019		1	18.75	8.4300003050000001
27	1	7210404C	11		2020		1	19.5	4.7199997900000001
27	1	7510601A	11		2016		1	21.5	9.5900001530000001
27	1	7340120	8		2016		1	20.75	7.2399997709999999
27	1	7510601A	11		2017		1	23.75	0.69999998799999996
27	1	7340120	8		2020		1	17.75	7.3899998660000001
27	1	7480201C	11		2019		1	23.25	5.0399999619999996
27	1	7510205	4		2017		1	29.5	5.9699997900000001
27	1	7510605	8		2019		1	21.5	8.2799997330000004
27	1	7510302A	11		2017		1	16.5	7.670000076
27	1	7540101A	11		2020		1	20.5	5.3499999049999998
27	1	7510302C	11		2020		1	24.75	7.8699998860000004
36	1	7540101C	11	27	2018	1000000	1	16.75	0.25999999000000001
36	1	7480108A	11	27	2018	1000000	1	27.5	2.3199999330000001
36	1	7510801	3		2010		1	16.75	8.4499998089999995
36	1	7480203	2		2015		1	28.5	1.230000019
36	1	7540101A	11	27	2018	1000000	1	20.75	4.8699998860000004
36	1	7510303C	11	30	2012	2000000	1	18.75	6.7300000190000002
36	1	7480203	2	2	2019	1200000	1	28.25	0.75999998999999996
36	1	7510401C	11	26	2011	1500000	1	24.5	2.6400001049999999
36	1	7540209	7		2020		1	29.5	3.4100000860000002
36	1	7580205	6		2016		1	22.75	8.2100000380000004
37	1	7340301	8	11	2014	1800000	1	24.5	1.2599999900000001
37	1	7340122	8		2013		1	26.75	4.5500001909999996
37	1	7510206	4		2020		1	27.25	3.9100000860000002
37	1	7340301	8	18	2019	1800000	1	15.25	1.8400000329999999
37	1	7580205	6		2018		1	22.75	7.3699998860000004
37	1	7340122	8	11	2014	1800000	1	15.75	0.47999998900000002
37	1	7580302	6	11	2014	1800000	1	16.75	3.7699999809999998
37	1	7340301C	11	1	2015	2000000	1	28.75	3.829999924
37	1	7480201	2		2018		1	17.5	4.7899999619999996
37	1	7510102C	11		2020		1	17.75	5.6500000950000002
37	1	7510209	1		2020		1	15.25	3.7400000100000002
37	1	7510301A	11	16	2011	2000000	1	24.25	7.8099999430000002
37	1	7520117	5	1	2017	1500000	1	15.25	9.4700002669999996
37	1	7510106	6	16	2011	2000000	1	26.75	0.689999998
38	1	7140231	10	1	2012	2000000	1	29.25	8.2600002289999992
38	1	7340120	8	12	2014	2000000	1	20.5	4.8699998860000004
38	1	7510201	5		2010		1	22.5	9.0000003999999995E-2
38	1	7510401C	11		2017		1	21.25	4.329999924
38	1	7510206	4		2017		1	15.25	7.6999998090000004
38	1	7540101A	11		2017		1	17.25	4.9000000950000002
38	1	7580101	6	1	2012	2000000	1	27.5	3.1600000860000002
38	1	7510202A	11		2017		1	15.5	3.579999924
38	1	7510203A	11	8	2013	2000000	1	15.25	2.5199999809999998
39	1	7510202	5		2014		1	22.75	8.7899999619999996
39	1	7510203C	11		2014		1	28.75	8.1899995800000003
39	1	7510206A	11		2010		1	23.5	7.7600002290000001
39	1	7480203	2		2013		1	23.25	8.5299997330000004
39	1	7510303A	11	29	2020	2000000	1	27.75	0.310000002
39	1	7580302	6		2013		1	23.5	2.7400000100000002
39	1	7510601	8		2010		1	15.25	7.2899999619999996
39	1	7340301	8		2012		1	23.5	2.9300000669999999
39	1	7510406C	11		2013		1	25.5	3.460000038
39	1	7580302	6	2	2016	1800000	1	18.5	4.3499999049999998
40	1	7340301	8		2015		1	24.25	9.3800001139999996
40	1	7220201	10		2013		1	28.5	9.5600004199999997
40	1	7480201C	11		2016		1	16.5	0.69999998799999996
40	1	7520117	5		2016		1	16.75	2.0599999430000002
40	1	7510106	6		2013		1	15.5	5.3400001530000001
40	1	7220201	10	18	2011	1500000	1	17.25	6.829999924
40	1	7510203	1		2010		1	20.5	3.9100000860000002
40	1	7549002	5		2016		1	18.75	0.52999997099999996
40	1	7510206A	11		2020		1	27.25	1.480000019
40	1	7480108C	11		2013		1	21.75	4.4600000380000004
40	1	7510302	1	7	2017	1800000	1	20.75	1.6200000050000001
40	1	7810202	7		2020		1	26.75	9.6199998860000004
40	1	7510302C	11		2010		1	23.75	9.5100002289999992
40	1	7480118	1		2018		1	29.75	5.0199999809999998
40	1	7510302N	11		2015		1	24.5	4.8200001720000003
40	1	7480118	1	7	2017	1800000	1	22.5	5.6199998860000004
40	1	7810202	7		2018		1	15.25	1.519999981
40	1	7580101	6		2018		1	27.25	5.8200001720000003
40	1	7510209	1	18	2011	1500000	1	23.5	0.25999999000000001
40	1	7580101	6		2013		1	15.75	5.4699997900000001
40	1	7580101	6		2018		1	17.25	0.62000000499999997
41	1	7510102A	11		2016		1	19.5	9.4799995419999998
41	1	7340301C	11		2011		1	18.25	3.5199999809999998
41	1	7510102A	11		2014		1	15.75	5.4000000950000002
41	1	7510102A	11		2016		1	26.25	7.3000001909999996
41	1	7210404	7		2016		1	23.25	8.4600000380000004
41	1	7510302	1		2020		1	18.75	5.6799998279999997
42	1	7510205	4		2011		1	17.5	0.119999997
42	1	7340301C	11		2015		1	26.25	1.7999999520000001
42	1	7510206	4		2020		1	21.75	5.5999999049999998
42	1	7220201	10		2020		1	29.25	8.2600002289999992
42	1	7510202	5	1	2019	1200000	1	22.5	2.2599999899999998
42	1	7510201	5		2017		1	29.25	9.1499996190000008
42	1	7510206C	11		2012		1	16.75	5.2399997709999999
42	1	7580205	6		2013		1	22.5	6.3800001139999996
42	1	7510302A	11		2012		1	18.5	5.579999924
42	1	7210403	3		2011		1	15.75	9.3500003809999992
42	1	7510601	8		2016		1	16.5	6.6799998279999997
42	1	7480108	1		2014		1	26.5	2.329999924
42	1	7540101	9		2014		1	17.75	8.1800003050000001
42	1	7510202C	11		2015		1	17.25	5.329999924
42	1	7580302	6		2020		1	27.5	5.2100000380000004
42	1	7510406	9		2012		1	16.5	7.5999999049999998
42	1	7810202	7		2012		1	23.5	6.0100002290000001
43	1	7510209	1	21	2019	1800000	1	26.75	7.5199999809999998
43	1	7210404	7	26	2020	1500000	1	18.5	0.68000000699999996
43	1	7510303	1		2015		1	22.5	5.8400001530000001
43	1	7510402	12		2011		1	20.25	1.190000057
43	1	7340120	8	21	2019	1800000	1	17.75	9.8900003430000005
43	1	7510406C	11		2012		1	18.75	4.9000000950000002
43	1	7510102C	11		2017		1	21.75	9.6400003430000005
43	1	7510601A	11		2018		1	28.5	5.75
43	1	7510202	5		2015		1	22.25	5.3600001339999999
43	1	7580205	6	21	2019	1800000	1	24.75	4.2199997900000001
43	1	7510205C	11		2011		1	25.5	2.8199999330000001
43	1	7510303C	11		2012		1	15.5	1.2799999710000001
43	1	7510406C	11		2010		1	24.5	1.75
43	1	7510203	1		2015		1	15.5	5.1999998090000004
43	1	7510302A	11		2014		1	21.5	8.6899995800000003
43	1	7510401	9		2012		1	15.25	2.7200000289999999
43	1	7540209C	11		2016		1	19.75	0.25999999000000001
44	1	7340301C	11		2014		1	26.75	7.1799998279999997
44	1	7510102A	11		2013		1	19.25	3.7200000289999999
44	1	7510206A	11		2018		1	23.75	1.8200000519999999
44	1	7340301C	11		2016		1	20.75	2.3399999139999998
44	1	7510301	1		2014		1	21.75	3.5199999809999998
44	1	7510202N	11		2012		1	17.75	8.7299995419999998
44	1	7510401C	11		2016		1	24.75	1.690000057
44	1	7480108A	11		2011		1	19.5	3.619999886
44	1	7510601C	11		2013		1	29.5	2.3199999330000001
44	1	7510402	12		2011		1	15.75	8.0900001530000001
44	1	7810202	7	14	2020	2000000	1	28.5	5.6799998279999997
44	1	7480118	1	14	2020	2000000	1	23.75	9.3400001530000001
53	1	7540209C	11		2018		1	29.75	9.2299995419999998
53	1	7510202N	11	29	2017	1800000	1	15.25	1.2000000479999999
53	1	7510301A	11	3	2019	1200000	1	27.5	3.7999999519999998
53	1	7510401C	11	3	2019	1200000	1	22.5	5.8200001720000003
53	1	7540101A	11		2018		1	26.5	5.7100000380000004
53	1	7510106	6		2015		1	16.5	4.8899998660000001
53	1	7510202A	11		2016		1	22.5	2.7300000190000002
53	1	7510406	9	29	2017	1800000	1	22.5	8.3299999239999991
53	1	7520212	1		2013		1	19.75	0.68000000699999996
54	1	7340301C	11		2011		1	18.25	3.869999886
54	1	7210404	7		2014		1	29.5	2.9400000569999998
54	1	7510302A	11		2011		1	24.5	2.4300000669999999
54	1	7220201	10		2014		1	26.75	4.6199998860000004
54	1	7540101C	11		2016		1	17.75	3.2300000190000002
54	1	7480201	2		2011		1	23.75	3.4900000100000002
54	1	7210404C	11		2013		1	15.5	2.210000038
54	1	7510203C	11		2019		1	16.25	9.3800001139999996
54	1	7510202N	11		2013		1	18.5	0.94999998799999996
55	1	7340122	8		2012		1	15.5	7.8099999430000002
55	1	7140231	10		2012		1	21.25	0.790000021
55	1	7510208	5		2017		1	16.75	5.329999924
55	1	7340301C	11		2013		1	24.25	2.0299999710000001
55	1	7510301A	11	16	2019	1500000	1	25.75	1.4299999480000001
55	1	7510205C	11	14	2018	1000000	1	21.25	8.8299999239999991
55	1	7510303C	11		2013		1	23.25	9.1199998860000004
55	1	7510206	4		2013		1	24.5	7.5100002290000001
55	1	7510601A	11		2014		1	19.25	10
55	1	7510302A	11	3	2020	2000000	1	21.75	9.1800003050000001
55	1	7810202	7	3	2020	2000000	1	17.75	8.2399997710000008
55	1	7340301C	11		2013		1	27.75	3.0299999710000001
55	1	7480108C	11	14	2018	1000000	1	15.25	0.25999999000000001
55	1	7510208	5	3	2020	2000000	1	17.25	6.829999924
55	1	7510302A	11	3	2020	2000000	1	29.75	8.0100002289999992
55	1	7510601	8	30	2010	2000000	1	20.25	1.3799999949999999
56	1	7340122	8		2017		1	18.25	3.6400001049999999
56	1	7510605	8		2017		1	15.75	0.87000000499999997
56	1	7510206C	11		2012		1	18.25	1.3799999949999999
56	1	7510605	8		2014		1	16.25	4.7699999809999998
56	1	7510209	1		2020		1	15.75	2.2999999519999998
56	1	7510801	3		2019		1	17.75	4.9099998469999999
56	1	7510401C	11	1	2011	2000000	1	18.25	2.4900000100000002
56	1	7520212	1		2019		1	19.5	2.4300000669999999
56	1	7340301	8		2016		1	28.75	6.8000001909999996
56	1	7510202C	11	18	2013	1800000	1	16.75	0.01
56	1	7510302C	11		2020		1	22.5	9.6899995800000003
56	1	7510406	9		2017		1	25.25	5.1300001139999996
56	1	7510601	8		2010		1	20.75	4.2899999619999996
56	1	7510601	8		2020		1	18.5	7.7800002099999999
57	1	7140231	10		2014		1	19.75	6.8000001909999996
57	1	7510106	6		2013		1	16.5	1.2000000479999999
57	1	7480118	1		2018		1	18.25	9.9600000380000004
57	1	7340301	8		2011		1	24.5	0.119999997
57	1	7510102	6		2019		1	21.25	3.5099999899999998
57	1	7510402	12		2018		1	22.75	5.8800001139999996
57	1	7510605	8		2017		1	22.75	2.4700000289999999
57	1	7510301	1		2019		1	21.25	5.5700001720000003
57	1	7540209C	11		2020		1	16.25	7.0100002290000001
57	1	7510406	9		2013		1	22.25	4.9000000950000002
57	1	7510402	12		2016		1	18.5	7.3899998660000001
57	1	7210404	7		2014		1	21.5	0.75
57	1	7510102	6		2019		1	16.25	5.3899998660000001
57	1	7510201A	11		2010		1	17.25	8
58	1	7510205A	11		2019		1	18.5	3.0599999430000002
58	1	7140231	10	23	2010	1800000	1	28.25	6.0999999049999998
58	1	7510605	8		2019		1	16.75	2.1500000950000002
58	1	7340301	8		2011		1	20.75	6.0199999809999998
58	1	7510605	8		2020		1	17.75	1.8899999860000001
58	1	7480108A	11		2015		1	17.5	3.4100000860000002
58	1	7510203	1		2015		1	23.25	4.6999998090000004
58	1	7549002	5		2012		1	19.25	3.579999924
58	1	7540101	9		2012		1	20.75	5
58	1	7220201	10		2020		1	15.5	8.6400003430000005
58	1	7480201C	11	23	2010	1800000	1	29.75	3.119999886
58	1	7480203	2		2013		1	21.5	0.939999998
58	1	7510106	6		2014		1	15.5	7.0900001530000001
58	1	7510201	5	23	2010	1800000	1	19.75	0.30000001199999998
58	1	7510202	5	28	2018	1500000	1	19.5	1.2000000479999999
58	1	7580205	6		2014		1	20.5	6.579999924
59	1	7510301	1		2012		1	28.5	6.1599998469999999
59	1	7340122	8		2018		1	19.25	5.3400001530000001
59	1	7510303C	11		2012		1	15.5	2.7599999899999998
59	1	7510102C	11		2013		1	22.5	6.2899999619999996
59	1	7540101A	11		2010		1	24.5	0.439999998
59	1	7510201	5		2020		1	29.75	1.230000019
59	1	7549002	5		2016		1	21.5	9.3299999239999991
59	1	7510601	8		2018		1	26.25	2.0699999330000001
59	1	7580101	6		2020		1	23.75	1.3600000139999999
59	1	7540101A	11		2012		1	19.75	5.3400001530000001
59	1	7220201	10		2014		1	28.75	9.1300001139999996
59	1	7480201C	11	19	2017	1800000	1	22.5	1.0299999710000001
59	1	7510102A	11		2011		1	25.25	9.0399999619999996
59	1	7510206C	11	19	2017	1800000	1	20.5	0.519999981
59	1	7510303C	11		2020		1	18.25	1.019999981
60	1	1510201C	11	12	2018	1500000	1	15.5	2.5599999430000002
60	1	7480118	1		2016		1	15.75	7.4000000950000002
60	1	7480201A	11		2020		1	29.5	1.3700000050000001
60	1	7340301C	11		2020		1	26.5	9.8400001530000001
60	1	7510102	6		2013		1	19.5	3.0999999049999998
60	1	7480118	1		2020		1	21.75	3.829999924
60	1	7510202N	11		2011		1	22.75	0.219999999
60	1	7510205C	11		2014		1	19.5	0.47999998900000002
60	1	7510302C	11		2017		1	26.25	1.1599999670000001
60	1	7510401	9		2010		1	23.75	7.6300001139999996
60	1	7540101C	11	12	2018	1500000	1	27.25	2.6800000669999999
60	1	7510801	3		2019		1	27.25	5.5199999809999998
60	1	7480203	2	12	2018	1500000	1	26.75	5.3899998660000001
61	1	7510303C	11	2	2015	1800000	1	25.75	0.23999999499999999
61	1	7480108	1	28	2019	1800000	1	29.75	7.5700001720000003
61	1	7510102	6	29	2012	1800000	1	18.5	2.130000114
61	1	7510202	5		2017		1	25.75	7.4899997709999999
61	1	7510203	1	28	2019	1800000	1	29.5	6.9899997709999999
61	1	7510203C	11		2017		1	28.75	0.28999999199999998
61	1	7510301C	11	15	2010	2000000	1	20.5	0.439999998
61	1	7510301C	11	15	2010	2000000	1	25.5	3.7999999519999998
61	1	7210404	7		2018		1	28.25	6.1399998660000001
61	1	7510302A	11		2018		1	18.25	3.2599999899999998
69	1	7580205	6		2011		1	15.5	4.75
69	1	7510302N	11		2018		1	18.25	2.0999999049999998
69	1	7340122	8		2015		1	29.5	6.2100000380000004
69	1	7540209	7		2015		1	28.25	6.6500000950000002
69	1	7340301C	11		2017		1	15.5	3.6800000669999999
69	1	7510301	1		2017		1	17.75	8.3999996190000008
69	1	7510302	1	18	2014	1500000	1	27.25	7.2600002290000001
69	1	7510302N	11		2018		1	28.25	8.5200004580000002
70	1	1510201C	11	18	2020	1500000	1	23.5	2.0999999049999998
70	1	7510202A	11		2015		1	29.75	5.1399998660000001
